,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,dados_churn
737,636,0,1,44,2,0.0,2,0,0,86414.41,0,1,3,663,0
738,634,0,1,34,3,145030.92,1,1,1,41820.65,0,5,0,529,0
739,627,0,1,43,8,71240.3,1,0,1,127734.16,0,2,0,415,0
740,518,0,1,59,5,138772.15,1,0,1,123872.0,0,4,2,968,0
741,687,2,0,29,7,93617.07,1,0,1,113050.92,0,2,2,856,0
742,622,2,0,23,8,0.0,2,1,1,131389.39,0,3,3,390,0
743,693,2,0,45,4,0.0,2,1,1,26589.56,0,5,3,898,0
744,450,2,1,25,9,74237.2,2,0,1,195463.35,0,3,3,547,0
745,664,1,0,49,5,127421.78,2,1,0,108876.75,1,2,2,923,1
746,663,2,0,28,8,61274.7,2,1,0,136054.45,0,4,2,244,0
747,660,0,1,34,8,106486.66,2,0,1,182262.66,0,5,3,322,0
748,579,0,0,29,10,73194.52,2,1,1,129209.09,0,1,2,853,0
749,655,1,0,44,6,146498.76,1,1,0,64853.51,1,1,2,472,1
750,683,0,1,47,1,0.0,2,1,0,148989.15,0,5,2,745,0
751,655,0,0,32,2,0.0,1,1,1,71047.51,0,2,0,506,0
752,575,2,0,30,8,0.0,2,1,0,185341.63,0,3,1,597,0
753,574,2,1,30,5,120355.0,1,1,0,137793.35,0,3,3,420,0
754,795,0,1,32,2,117265.21,1,1,1,198317.23,0,2,2,333,0
755,776,0,0,43,4,0.0,2,0,1,162137.5,0,1,0,228,0
756,707,2,0,52,7,0.0,1,1,0,109688.82,1,1,3,533,1
757,705,1,0,37,3,109974.22,1,1,1,36320.87,1,3,3,637,1
758,678,1,0,44,2,98009.13,2,0,1,31384.86,0,3,3,985,0
759,663,0,1,34,10,0.0,1,1,1,114083.73,0,3,2,664,0
760,748,0,1,66,8,0.0,1,1,1,163331.65,0,4,1,671,0
761,677,2,0,34,10,171671.9,1,1,1,50777.77,0,1,0,392,0
762,634,2,1,63,10,0.0,2,1,0,30772.86,1,3,0,350,1
763,350,0,0,60,3,0.0,1,0,0,113796.15,1,1,3,958,1
764,727,0,1,61,0,128213.96,2,1,1,188729.08,1,1,3,708,1
765,773,1,1,51,8,116197.65,2,1,1,86701.4,0,3,1,345,0
766,675,0,1,39,1,0.0,2,1,0,153129.22,0,1,0,791,0
767,649,2,0,36,6,86607.39,1,0,0,19825.09,0,3,2,998,0
768,552,0,1,29,10,0.0,2,1,0,12186.83,0,3,0,333,0
769,761,1,1,62,5,98854.34,1,0,0,86920.97,1,3,0,327,1
770,622,0,1,31,7,0.0,1,1,0,35408.77,0,2,2,978,0
771,615,0,1,59,8,0.0,2,1,1,165576.55,0,2,0,948,0
772,681,1,1,31,4,97338.19,2,0,0,48226.76,0,4,3,675,0
773,768,0,1,30,6,0.0,2,1,1,199454.37,0,2,1,297,0
774,617,2,1,34,9,0.0,2,1,0,118749.58,0,1,2,561,0
775,452,0,0,33,6,131698.57,2,1,0,151623.91,0,3,1,475,0
776,807,1,1,37,10,130110.45,2,0,1,172097.95,0,4,0,539,0
777,567,2,1,44,9,0.0,2,1,0,87677.15,0,1,0,240,0
778,603,2,1,24,1,165149.13,2,1,0,21858.28,0,1,2,872,0
779,617,2,0,37,9,101707.8,1,1,0,123866.28,0,5,1,425,0
780,701,0,0,34,3,105588.66,1,0,1,74694.41,0,4,3,316,0
781,820,1,1,39,9,111336.89,1,1,0,16770.31,1,5,2,753,1
782,438,0,1,60,7,78391.17,1,0,1,49424.6,0,4,1,262,0
783,600,2,0,27,6,0.0,2,1,1,172031.22,0,2,3,292,0
784,782,0,1,34,9,0.0,1,1,0,183021.06,1,2,1,441,1
785,638,1,0,41,9,144326.09,1,1,0,73979.85,1,2,1,527,1
786,850,1,1,27,1,101278.25,2,1,1,26265.18,0,4,3,859,0
787,741,1,0,19,8,108711.57,2,1,0,24857.25,0,3,3,812,0
788,689,2,1,73,1,108555.07,1,0,1,167969.15,0,1,2,623,0
789,743,1,0,35,1,146781.24,1,1,0,189307.7,0,2,0,273,0
790,493,0,0,36,2,0.0,2,0,1,99770.3,0,2,2,229,0
791,416,2,1,35,8,0.0,1,0,0,119712.78,0,2,0,244,0
792,725,0,0,25,9,0.0,2,1,1,168607.74,0,2,3,922,0
793,497,0,1,34,2,0.0,2,1,1,83087.13,0,5,0,502,0
794,537,1,1,66,8,103291.25,2,1,1,130664.79,0,4,1,458,0
795,706,2,0,29,1,209490.21,1,1,1,133267.69,1,2,0,243,1
796,651,2,1,38,2,0.0,3,1,0,67029.82,1,2,2,431,1
797,720,0,1,33,2,0.0,2,0,1,141031.08,0,2,1,633,0
798,797,0,1,45,8,0.0,1,0,0,125110.02,0,2,0,456,0
799,543,2,1,23,5,0.0,2,1,0,117832.39,0,2,2,710,0
800,454,0,1,34,4,0.0,2,1,0,198817.72,0,2,2,731,0
801,691,0,1,37,9,149405.18,1,1,1,146411.6,0,5,0,562,0
802,510,0,0,52,6,191665.21,1,1,1,131312.56,1,4,3,297,1
803,792,2,0,40,7,0.0,1,1,0,141652.2,0,1,0,538,0
804,721,0,1,41,6,135071.12,1,1,1,64477.25,0,3,3,330,0
805,765,0,1,41,2,0.0,2,0,1,191215.61,0,4,0,547,0
806,850,2,1,39,8,0.0,2,1,1,37090.44,0,3,0,995,0
807,681,1,1,38,6,181804.34,2,1,1,57517.71,0,1,3,309,0
808,586,0,0,60,3,47020.65,2,0,1,63241.21,1,3,2,850,1
809,753,0,0,36,7,128518.98,1,1,1,44567.83,1,4,2,358,1
810,593,1,0,38,5,142658.04,2,0,1,135337.11,0,1,1,698,0
811,674,0,0,21,9,120150.39,2,1,1,33964.03,0,3,0,515,0
812,610,0,0,35,7,81905.95,1,1,1,61623.19,0,3,1,402,0
813,652,0,1,26,3,137998.2,2,0,1,168989.77,0,1,2,443,0
814,850,1,0,26,8,123126.29,1,1,0,74425.41,0,5,0,240,0
815,740,0,0,51,4,0.0,2,1,1,178929.84,0,4,3,850,0
816,637,1,1,43,1,135645.29,2,0,1,101382.86,1,5,1,823,1
817,685,2,1,31,7,122449.31,2,1,1,180769.55,0,5,1,946,0
818,558,2,1,40,4,161766.87,1,0,0,92378.54,0,2,0,628,0
819,677,0,0,37,3,0.0,2,1,1,38252.25,0,3,2,654,0
820,592,1,1,36,10,123187.51,1,0,1,146111.35,0,3,2,416,0
821,652,1,1,36,9,150956.71,1,0,0,72350.17,0,2,1,507,0
822,662,2,0,42,6,105021.28,1,1,0,48242.38,0,4,2,313,0
823,543,0,1,64,4,0.0,2,1,1,148305.82,0,5,1,701,0
824,675,2,0,50,1,133204.91,1,0,1,8270.06,0,1,2,467,0
825,643,2,0,35,6,0.0,2,1,1,41549.64,0,1,2,704,0
826,611,1,0,49,9,115488.52,2,1,1,138656.81,1,4,3,991,1
827,412,0,1,29,5,0.0,2,0,0,12510.53,0,1,3,327,0
828,638,2,1,41,7,0.0,2,1,0,43889.41,0,5,0,847,0
829,824,2,0,38,3,0.0,2,1,0,192800.25,0,5,2,340,0
830,683,0,0,40,1,0.0,2,0,0,75762.0,0,3,1,288,0
831,562,1,0,39,6,130565.02,1,1,0,9854.72,1,5,0,481,1
832,599,0,0,41,2,91328.71,1,1,0,115724.78,0,1,1,381,0
833,753,0,1,35,4,0.0,2,1,1,106303.4,0,2,1,759,0
834,594,0,1,50,7,81310.34,1,1,1,183868.01,0,4,3,439,0
835,657,0,1,34,3,107136.6,1,1,0,153895.46,0,2,0,798,0
836,716,2,1,34,9,0.0,1,1,1,66695.71,0,3,0,980,0
837,850,0,1,43,7,0.0,2,1,1,173851.11,0,3,0,368,0
838,664,0,1,46,2,0.0,1,1,1,177423.02,1,5,2,816,1
839,558,0,1,33,0,108477.49,1,1,1,109096.71,1,2,3,729,1
840,606,1,1,40,1,144757.97,2,1,1,166656.18,0,3,3,743,0
841,776,2,1,33,2,0.0,2,1,1,176921.0,0,2,1,536,0
842,557,2,1,36,1,113110.26,1,1,0,98413.1,0,3,0,512,0
843,614,0,0,27,9,106414.57,2,0,0,77500.81,0,2,3,825,0
844,620,2,1,42,4,106920.91,1,0,1,119747.08,0,5,1,396,0
845,695,2,1,35,7,0.0,2,1,0,160387.98,0,5,2,950,0
846,729,1,0,39,1,131513.26,1,1,1,193715.0,0,1,2,751,0
847,571,0,0,53,2,0.0,2,1,0,28045.77,0,5,3,266,0
848,457,0,1,40,10,134320.23,2,1,0,150757.35,0,5,0,237,0
849,559,0,0,29,3,79715.36,1,1,0,82252.28,0,3,1,956,0
850,664,0,0,38,4,74306.19,2,1,0,154395.56,0,3,0,733,0
851,500,2,0,50,5,0.0,4,1,1,83866.35,1,1,0,416,1
852,782,1,1,42,7,126428.38,1,1,0,39830.1,0,1,1,367,0
853,708,2,1,38,8,99640.89,1,1,0,12429.22,0,2,0,412,0
854,681,0,1,43,3,66338.68,1,1,1,18772.5,1,5,0,350,1
855,674,2,0,39,6,0.0,2,1,1,9574.83,0,3,3,629,0
856,697,2,1,43,10,128226.37,1,0,0,188486.94,0,3,0,761,0
857,774,0,0,26,5,0.0,2,1,1,64716.08,0,2,1,862,0
858,624,0,1,36,6,0.0,2,0,0,84749.96,0,3,1,747,0
859,747,2,1,37,1,0.0,2,0,1,180551.76,0,1,2,988,0
860,715,0,0,32,10,0.0,2,1,0,60907.49,0,3,0,852,0
861,808,0,1,24,4,122168.65,1,1,0,174107.04,0,4,1,233,0
862,678,0,0,43,7,178074.33,1,0,0,110405.9,0,3,0,853,0
863,813,1,1,59,2,135078.41,1,1,0,187636.06,1,1,1,709,1
864,687,2,1,38,8,69434.4,2,1,1,66580.13,1,4,1,778,1
865,832,0,0,29,5,0.0,2,1,0,178779.52,0,5,2,922,0
866,668,0,1,72,2,0.0,2,1,1,70783.61,0,5,0,658,0
867,526,1,1,34,3,122726.56,1,1,1,46772.36,0,1,2,429,0
868,457,0,0,38,7,164496.99,1,1,1,163327.27,0,3,3,929,0
869,649,2,0,38,8,0.0,1,1,0,103760.53,0,2,3,858,0
870,669,0,0,41,0,150219.41,2,0,0,107839.03,0,2,2,880,0
871,668,0,1,42,8,187534.79,1,1,1,32900.41,1,2,2,835,1
872,466,0,0,30,3,0.0,1,1,0,193984.6,0,2,2,671,0
873,685,0,1,30,2,0.0,2,1,1,140889.32,0,2,0,936,0
874,610,0,1,34,0,103108.17,1,0,0,125646.82,0,1,0,738,0
875,582,1,0,50,6,96486.57,2,1,1,20344.02,0,3,2,355,0
876,702,1,1,36,9,90560.48,2,1,0,174268.87,0,2,2,941,0
877,556,2,1,46,3,131764.96,1,1,1,108500.66,1,5,3,606,1
878,812,2,0,24,1,92476.88,1,0,0,83247.14,0,4,1,816,0
879,645,1,1,47,9,152076.93,1,1,0,121840.2,1,3,1,309,1
880,809,0,1,43,2,0.0,2,1,1,132908.07,0,1,2,706,0
881,560,0,1,49,4,0.0,1,1,1,100075.1,1,1,0,533,1
882,744,0,1,29,1,43504.42,1,1,1,119327.75,0,1,2,607,0
883,731,2,0,39,2,0.0,2,1,0,136737.13,0,2,3,665,0
884,471,2,0,28,5,0.0,2,1,1,22356.97,0,1,2,583,0
885,686,1,0,38,2,93569.86,3,0,0,10137.34,1,4,2,844,1
886,668,2,1,45,4,102486.21,2,1,1,158379.25,0,4,1,823,0
887,575,0,1,36,1,0.0,1,0,1,94570.56,0,4,1,319,0
888,435,1,1,37,8,114346.3,1,0,1,980.93,1,1,2,426,1
889,743,0,1,23,3,110203.77,1,1,0,95583.45,0,1,2,476,0
890,580,0,0,39,9,128362.59,1,1,0,86044.98,0,1,1,456,0
891,599,1,0,49,10,143888.22,2,1,1,166236.38,1,4,3,383,1
892,534,2,1,34,5,170600.78,1,0,1,5240.53,0,5,2,703,0
893,680,0,0,32,5,0.0,1,1,1,150684.23,0,5,1,589,0
894,631,2,0,46,10,0.0,2,1,1,129508.96,0,2,0,687,0
895,485,0,0,39,2,75339.64,1,1,1,70665.16,0,3,1,772,0
896,699,0,0,40,8,122038.34,1,1,0,102085.35,0,4,0,547,0
897,712,0,1,34,1,0.0,2,1,1,195052.12,0,1,2,966,0
898,603,0,1,51,8,186825.57,1,1,0,93739.71,1,2,2,645,1
899,850,0,1,40,6,124788.18,1,1,0,65612.12,0,4,2,657,0
900,584,0,0,41,3,0.0,2,1,1,160095.48,0,4,3,796,0
901,604,0,0,71,2,0.0,2,1,1,49506.82,0,2,0,687,0
902,586,0,1,51,2,138553.57,1,1,1,92406.22,0,4,0,832,0
903,467,2,1,39,5,0.0,2,1,1,7415.96,0,5,3,994,0
904,520,0,1,35,9,105387.89,1,1,1,25059.06,0,5,0,471,0
905,683,2,1,40,4,95053.1,1,1,1,116816.54,1,5,2,777,1
906,557,0,1,36,3,0.0,1,0,1,144078.02,0,4,3,880,0
907,613,2,0,32,0,0.0,2,0,1,126675.62,0,5,0,963,0
908,786,0,1,34,3,137361.96,1,0,0,183682.09,0,1,3,872,0
909,593,2,1,32,10,158537.42,1,1,0,166850.57,0,5,3,584,0
910,670,2,0,29,9,0.0,2,1,0,27359.19,0,4,0,440,0
911,657,1,0,48,5,143595.87,1,0,0,101314.65,1,4,2,944,1
912,718,1,1,32,9,169947.41,2,1,1,27979.16,0,1,1,371,0
913,623,0,0,24,7,148167.83,2,1,1,109470.34,0,3,2,884,0
914,496,0,1,31,5,0.0,2,1,0,93713.13,0,3,0,836,0
915,429,0,0,39,6,48023.83,1,1,0,74870.99,0,3,1,659,0
916,606,0,1,36,1,155655.46,1,1,1,192387.51,1,4,0,1000,1
917,499,0,0,46,6,0.0,2,1,0,73457.55,0,5,2,809,0
918,642,0,1,62,7,0.0,2,1,1,61120.75,0,3,3,729,0
919,641,0,0,52,4,0.0,1,1,0,90964.54,1,1,3,742,1
920,673,0,1,32,8,121240.76,1,1,0,116969.73,0,2,0,296,0
921,570,0,0,36,3,0.0,2,1,0,92118.75,0,2,0,971,0
922,472,0,0,37,1,0.0,2,1,1,48357.9,0,3,3,793,0
923,550,1,1,35,9,129847.75,2,1,0,197325.4,0,2,3,921,0
924,625,1,0,55,8,118772.71,4,0,0,135853.62,1,1,2,532,1
925,516,0,1,46,2,0.0,2,1,1,169122.54,0,4,1,786,0
926,682,1,1,32,2,105163.88,2,1,1,164170.46,0,3,0,799,0
927,620,0,1,28,8,0.0,2,1,1,199909.32,0,4,3,933,0
928,626,0,0,39,0,0.0,2,1,1,83295.09,0,2,0,272,0
929,623,0,0,29,1,0.0,2,0,0,39382.06,0,2,3,252,0
930,569,0,0,35,4,93934.63,1,1,0,184748.23,0,5,1,786,0
931,724,0,0,69,5,117866.92,1,1,1,62280.91,0,3,2,876,0
932,678,0,0,55,5,0.0,1,0,1,196794.11,1,5,1,222,0
933,713,2,0,26,4,122857.46,2,1,0,144682.17,1,1,2,709,1
934,631,0,1,32,10,0.0,2,0,1,196342.66,0,3,3,556,0
935,846,0,0,37,6,127103.97,1,1,1,41516.44,0,1,3,290,0
936,660,0,0,43,1,0.0,1,0,1,112026.1,1,5,0,720,1
937,567,0,1,54,9,96402.96,1,0,0,52035.29,1,1,2,376,1
938,731,0,1,31,1,132512.26,1,1,1,185466.85,0,3,3,960,0
939,693,2,1,47,8,107604.66,1,1,1,80149.27,0,5,3,446,0
940,772,0,1,34,9,0.0,2,1,0,170980.86,0,1,3,870,0
941,657,0,1,38,7,0.0,2,1,0,185827.74,0,1,1,870,0
942,774,1,1,34,4,120875.23,2,0,1,113407.26,0,5,3,948,0
943,667,0,0,37,9,71786.9,2,1,1,67734.79,0,2,3,818,0
944,516,0,0,37,8,113143.12,1,0,0,3363.36,0,2,0,372,0
945,551,2,1,49,1,150777.72,2,1,1,135757.27,0,5,2,986,0
946,542,2,1,35,2,174894.53,1,1,1,22314.55,0,4,0,380,0
947,623,0,1,28,7,0.0,1,0,0,129526.57,0,4,3,223,0
948,701,0,0,43,2,160416.56,1,0,1,37266.43,0,1,3,998,0
949,583,0,1,48,3,91246.53,1,1,0,60017.46,1,4,3,401,1
950,731,2,1,46,10,0.0,2,1,0,153015.42,0,2,1,416,0
951,461,0,0,35,5,0.0,1,1,1,54209.02,0,2,1,710,0
952,702,1,0,23,7,98775.23,1,1,0,114603.96,0,5,1,291,0
953,565,1,0,47,10,139756.12,1,1,0,165849.49,1,4,1,234,1
954,711,2,1,42,3,177626.77,3,0,1,16392.72,1,1,2,788,1
955,664,0,1,54,8,0.0,1,1,1,162719.69,1,5,3,742,1
956,518,2,1,50,4,0.0,1,0,0,107112.25,1,2,2,225,1
957,728,2,1,42,8,0.0,2,0,1,41823.22,0,5,0,785,0
958,585,1,1,37,6,152496.82,1,1,1,99907.29,0,3,3,405,0
959,573,0,1,52,8,0.0,2,0,1,178229.04,0,2,3,481,0
960,568,1,1,26,1,112930.28,2,1,0,22095.73,0,5,1,438,0
961,602,1,0,26,8,113674.2,1,1,0,197861.16,1,3,0,368,1
962,603,0,1,44,9,0.0,1,1,0,138328.24,0,5,0,696,0
963,687,0,1,38,0,144450.58,1,0,1,137276.83,0,3,3,385,0
964,741,0,1,52,1,171236.3,2,0,0,21834.4,1,5,2,332,1
965,469,2,1,37,9,96776.49,1,1,1,119890.86,0,4,2,406,0
966,477,1,0,58,8,145984.92,1,1,1,24564.7,0,5,0,464,0
967,737,1,1,43,8,96353.8,1,0,0,10209.8,0,1,0,373,0
968,835,0,1,25,7,0.0,2,1,1,83449.65,0,3,3,343,0
969,717,1,0,33,0,115777.23,1,1,1,81508.1,0,1,0,569,0
970,562,0,0,51,7,122822.0,2,0,0,32626.21,0,3,1,461,0
971,758,2,1,61,2,0.0,2,1,1,43982.41,0,5,1,299,0
972,408,0,1,40,3,0.0,2,0,0,124874.23,0,5,1,602,0
973,650,2,0,32,4,79450.09,1,1,1,118324.75,0,5,3,315,0
974,582,1,1,33,2,122394.0,1,1,1,22113.93,0,3,1,273,0
975,706,2,0,43,1,0.0,2,1,0,31962.77,0,4,3,994,0
976,567,1,1,41,0,134378.89,1,1,1,105746.94,0,5,0,624,0
977,720,0,1,29,2,0.0,2,1,0,39925.52,0,5,2,398,0
978,631,2,0,31,2,88161.85,2,1,0,127630.88,0,1,2,804,0
979,623,2,1,41,2,142412.13,1,1,0,28778.98,0,4,0,729,0
980,514,0,1,35,3,121030.9,1,1,0,10008.68,0,4,0,264,0
981,650,1,0,35,3,165982.43,2,1,1,24482.16,0,2,2,306,0
982,673,2,0,35,6,0.0,2,1,0,98618.79,0,5,3,222,0
983,504,0,0,32,8,206663.75,1,0,0,16281.94,0,1,3,899,0
984,723,1,1,37,3,94661.53,2,1,0,121239.65,0,2,3,279,0
985,645,0,1,25,0,174400.36,1,1,0,42669.37,0,5,1,600,0
986,664,2,1,41,7,123428.69,1,1,1,164924.11,0,2,2,315,0
987,760,2,1,43,6,175735.5,1,1,1,157337.29,0,2,1,927,0
988,766,2,1,36,5,78381.13,1,0,1,153831.6,0,2,3,637,0
989,634,0,1,37,5,115345.86,2,0,0,168781.8,0,3,1,261,0
990,640,1,0,31,10,118613.34,1,1,0,168469.65,0,3,0,573,0
991,784,1,1,28,2,109960.06,2,1,1,170829.87,0,2,0,797,0
992,547,1,0,42,1,142703.4,1,1,0,86207.49,1,5,2,731,1
993,608,1,0,40,8,121729.42,1,0,0,61164.45,0,4,0,802,0
994,547,0,0,35,4,0.0,1,1,1,133287.73,0,1,1,305,0
995,612,0,0,43,4,139496.35,2,1,1,77128.23,0,2,1,590,0
996,573,2,1,28,8,0.0,2,0,0,77660.03,0,4,2,668,0
997,615,2,1,32,5,138521.83,1,1,1,56897.1,0,3,3,777,0
998,710,0,0,33,2,0.0,2,1,0,72945.32,0,4,0,221,0
999,674,1,0,38,10,83727.68,1,1,0,45418.12,0,1,0,450,0
1000,702,2,0,38,9,0.0,2,1,1,158527.45,0,2,3,629,0
1001,616,0,1,37,9,0.0,1,1,0,111312.96,0,5,2,239,0
1002,688,2,1,32,6,124179.3,1,1,1,138759.15,0,1,1,539,0
1003,605,0,1,36,7,128829.25,1,1,0,190588.59,0,2,3,879,0
1004,676,0,1,33,6,171490.78,1,0,0,79099.64,0,3,1,248,0
1005,708,2,1,33,3,0.0,2,1,0,138613.21,0,5,0,729,0
1006,745,2,0,38,7,0.0,2,1,1,194230.82,0,3,0,401,0
1007,661,2,1,20,8,0.0,1,1,0,110252.53,0,3,1,330,0
1008,726,0,1,31,9,0.0,2,1,1,106117.3,0,3,1,624,0
1009,475,0,1,40,7,160818.08,1,0,1,169642.13,1,5,1,219,1
1010,751,1,1,54,9,156367.6,2,0,1,116179.92,0,1,3,676,0
1011,645,1,0,59,8,121669.93,2,0,0,91.75,1,5,3,291,1
1012,775,0,1,42,6,133970.22,2,0,1,187839.9,0,1,1,278,0
1013,540,0,1,41,3,0.0,2,1,0,121098.65,0,2,1,781,0
1014,591,0,0,34,3,96127.27,1,0,0,30972.06,0,4,0,427,0
1015,596,2,1,60,7,121907.97,1,0,1,30314.04,0,5,1,774,0
1016,573,2,1,41,5,0.0,2,0,1,14479.29,0,3,1,508,0
1017,577,2,1,31,6,0.0,1,1,1,196395.25,0,4,1,458,0
1018,830,1,0,40,8,77701.64,1,0,1,19512.38,0,4,0,671,0
1019,663,0,1,67,9,0.0,3,1,1,72318.77,0,3,2,747,0
1020,421,0,1,34,2,0.0,2,1,1,96615.23,0,1,1,393,0
1021,718,2,1,34,5,113922.44,2,1,0,30772.22,0,2,0,503,0
1022,655,1,0,61,2,183997.7,2,1,1,161217.18,0,5,2,382,0
1023,712,0,1,23,2,0.0,2,0,1,66795.78,0,5,2,863,0
1024,663,0,1,28,4,0.0,2,1,1,123969.64,0,2,2,540,0
1025,640,0,0,47,6,89799.46,2,0,1,13783.77,1,4,2,857,1
1026,577,2,1,29,2,0.0,1,1,1,168924.41,0,2,1,665,0
1027,546,2,0,36,7,85660.96,1,0,0,134778.01,0,4,2,527,0
1028,802,1,1,37,9,115569.21,1,0,1,119782.89,0,1,1,927,0
1029,590,0,0,45,2,81828.22,1,1,0,52167.97,0,1,3,691,0
1030,594,1,1,18,1,132694.73,1,1,0,167689.56,0,3,3,323,0
1031,577,2,1,51,2,108867.0,1,0,0,140800.66,1,4,3,456,1
1032,541,0,1,39,7,0.0,2,1,0,19823.02,0,5,2,781,0
1033,781,0,0,27,5,0.0,2,0,0,72969.9,0,2,2,905,0
1034,806,1,1,34,2,96152.68,2,1,0,143711.02,0,2,1,303,0
1035,723,1,0,49,0,153855.52,1,1,1,180862.26,1,3,2,965,1
1036,535,0,1,45,2,0.0,2,1,0,125658.28,0,5,0,430,0
1037,768,0,0,36,3,141334.95,1,0,1,125870.5,0,3,0,277,0
1038,653,1,1,41,1,104584.11,1,1,0,15126.32,1,4,2,576,1
1039,803,1,0,50,8,98173.02,1,0,0,22457.25,1,5,2,642,1
1040,545,2,0,44,1,0.0,2,1,1,82614.89,0,3,0,874,0
1041,581,1,0,38,3,135157.05,1,1,1,32919.42,0,3,3,622,0
1042,513,1,0,49,5,171601.27,1,1,0,126223.84,0,3,2,844,0
1043,731,0,1,29,5,179539.2,1,0,0,112010.02,0,5,0,826,0
1044,727,1,1,39,5,80615.46,2,0,0,180962.32,0,3,1,892,0
1045,560,2,1,47,1,0.0,1,0,0,128882.66,1,1,3,762,1
1046,766,1,1,27,5,126285.73,1,1,0,177614.17,1,3,3,969,1
1047,630,1,0,23,4,137964.51,1,0,1,174570.55,0,1,0,978,0
1048,652,1,1,41,9,159434.03,1,1,0,178373.93,0,5,1,856,0
1049,729,1,1,40,5,113574.61,2,1,0,103396.08,0,4,3,995,0
1050,629,0,0,33,6,0.0,2,1,1,59129.72,0,5,3,632,0
1051,667,1,1,33,9,124573.33,2,0,0,683.37,0,3,2,899,0
1052,671,1,0,31,6,105864.6,2,1,0,145567.34,0,5,1,674,0
1053,768,1,0,47,5,104552.61,1,1,0,48137.08,1,4,2,245,1
1054,732,0,0,35,3,0.0,2,1,0,90876.95,0,3,3,518,0
1055,546,0,0,30,5,0.0,2,0,1,198543.09,0,4,0,808,0
1056,630,0,1,55,2,0.0,1,1,1,106202.07,1,3,3,660,1
1057,765,1,0,46,8,119492.88,2,0,1,166896.01,1,5,1,453,1
1058,704,0,0,33,0,130499.09,2,1,1,74804.36,0,2,3,694,0
1059,470,2,0,48,6,140576.11,1,1,1,116971.05,0,2,0,296,0
1060,688,1,0,34,9,91025.58,2,0,1,163783.0,0,4,3,985,0
1061,685,0,0,33,1,0.0,3,0,1,70221.13,1,3,2,797,1
1062,567,0,0,38,1,125877.65,2,1,1,107841.77,0,5,0,511,0
1063,720,2,1,64,3,45752.78,2,1,0,79623.28,1,4,3,608,1
1064,609,0,1,39,3,121778.71,1,1,1,138399.67,0,3,2,985,0
1065,521,1,0,49,2,127948.57,1,1,1,182765.14,0,2,1,596,0
1066,556,0,0,30,7,0.0,2,1,1,186648.19,0,3,1,356,0
1067,662,1,1,30,5,115286.68,2,1,1,149587.92,0,3,1,264,0
1068,704,1,1,41,9,62078.21,2,1,0,129050.67,0,3,2,981,0
1069,750,0,0,38,1,0.0,2,1,0,47764.99,0,4,1,740,0
1070,619,2,0,32,4,175406.13,2,1,1,172792.43,1,1,0,707,1
1071,468,2,1,26,1,131643.25,1,1,0,64436.16,0,1,2,855,0
1072,435,1,1,44,3,151739.65,1,1,0,167461.5,0,4,1,412,0
1073,529,0,1,43,6,93616.35,2,0,0,98348.66,0,5,1,286,0
1074,702,1,0,60,5,138597.54,2,1,1,41536.59,1,4,1,476,1
1075,608,0,0,41,5,0.0,2,1,1,72462.25,0,5,1,445,0
1076,576,0,1,40,9,0.0,2,1,0,112465.19,1,5,3,359,1
1077,666,0,0,27,1,85225.21,1,0,1,64511.44,0,4,3,871,0
1078,730,0,0,36,8,148749.29,2,1,0,91830.75,0,3,1,694,0
1079,647,1,1,52,7,130013.12,1,1,1,190806.36,1,4,3,309,1
1080,516,2,0,27,1,0.0,1,0,1,112311.15,0,3,2,638,0
1081,711,0,0,81,6,0.0,2,1,1,72276.24,0,4,3,774,0
1082,736,0,1,54,7,111729.47,2,0,1,84920.49,0,3,2,421,0
1083,768,0,0,36,5,180169.44,2,1,0,17348.56,0,2,1,760,0
1084,427,2,1,40,8,0.0,2,1,1,82870.75,0,5,3,778,0
1085,686,2,0,47,6,0.0,1,1,0,32080.69,1,3,2,510,1
1086,690,0,0,42,5,0.0,2,0,1,120512.08,0,4,2,915,0
1087,647,2,0,29,2,0.0,2,1,0,179032.68,0,1,0,373,0
1088,714,0,1,35,3,0.0,2,1,1,95623.28,0,2,2,253,0
1089,736,1,0,36,8,103914.17,1,1,1,110035.88,1,4,1,666,1
1090,608,0,0,34,4,88772.87,1,1,1,168822.01,0,1,1,626,0
1091,809,0,0,39,5,0.0,1,1,0,77705.75,0,5,0,754,0
1092,745,0,0,40,6,131184.67,1,1,1,49815.62,0,1,0,966,0
1093,781,0,1,38,2,117810.79,1,0,1,65632.33,1,3,3,399,1
1094,527,0,1,31,4,0.0,1,1,0,169361.89,0,4,1,371,0
1095,595,1,0,32,0,92466.21,1,1,0,4721.3,0,2,2,238,0
1096,850,1,0,38,2,102741.15,2,0,1,23974.85,0,4,3,264,0
1097,569,0,1,37,9,178755.84,1,1,0,199929.17,0,5,1,255,0
1098,728,0,1,43,7,0.0,2,1,0,40023.7,0,4,0,937,0
1099,473,1,0,32,5,146602.25,2,1,1,72946.95,0,1,2,628,0
1100,738,0,1,29,2,0.0,2,1,1,170421.13,0,3,1,252,0
1101,659,0,1,35,6,0.0,2,1,1,58879.11,0,1,1,710,0
1102,597,2,1,38,6,115702.67,2,1,1,25059.05,0,4,0,486,0
1103,445,1,0,61,2,137655.31,1,0,1,29909.84,0,3,2,335,0
